label,text
1,"Tyler Ennis cannot go without mention , as he played a very good ball , finding a way to put up 10 points ."
0,"At Nailsworth near Stroud , ramraiders crashed a car into the window of a newsagents and stole four hundred pounds worth of cigarettes ."
0,And there was a blister on his cheek where the boiling milk had splashed him .
0,I visited Hiroshima last month .
1,I stopped and swapped the positions of the milks around . 
1,The ambulance could not revive the man at the scene .
1,"If you love the sound and warmth of old analog records mixed in with squelchy keyboard , look no further ."
1,"All of them are chugging bottles , hugging each other and singing songs ."
1,""" Just Jake "" is part of a growing collection of teen authors - some published through traditional houses ."
0,A famous advertisement for cigars relied almost entirely on Bach 's Air on a G String to create an atmosphere of tranquillity and relaxation .
0,Hers was not a type of female beauty which attracted him and he had always assumed that she was physically cold .
0,Calculate the amount he received for the sale of the cigars .
0,"The English keyboard repertory , preserved almost entirely in manuscripts and much smaller in quantity than that for solo lute , is no less impressive ."
1,During this time he supplied his store with sweaters knitted from Shetland sheep . 
0,At first the cigar started to roll away .
1,He 's swinging a large beer in one hand . 
1,The four string is a licence plate guitar made from a 1947 Alabama licence plate .
0,"Mr Haigh , of Leymoor , Huddersfield , was taken by air ambulance to Chepstow Hospital , Gwent , suffering from 70pc burns ."
0,"He lit a fresh cigarette , screwed his monocle more firmly into his eye , and took out his pen ."
0,One copy will go to the entrant who correctly matches extracts to the authors listed .
0,The keyboard player obviously cares more about advancing his or her career than the future of the band .
0,"Her lavender-scented mother began to watch her distastefully , as though she were a cigar being smoked in the presence of a lady without permission ."
0,"That evening , long after the dark had finally driven even me inside , I mentioned the beauty of the twilight ."
1,"Meanwhile , a scheme offering half- price buses on all services in and out of Evesham town centre has been extended ."
0,"Therefore , having played the piano for the people , he sat in the dark ."
0,Milk cartons inside are a natural brown .
1,A single bus in London is £1.40 using an Oyster card whether at peak time or not .
0,"The researchers studied the association between greenyellow vegetables and fruit consumption and risk of cancer death in atomic-bomb survivors in Hiroshima and Nagasaki , Japan ."
0,"He ate little of the meal he 'd prepared , but added more than half the wine to the mix of beer and whisky inside him ."
0,"It 's perfect because it 's very sweet when you play individual strings but the minute you strum it you get the noise , the power ."
1,Gestational diabetes usually resolves after the baby . 
0,Marie could look after the baby and I could help out by going to the shops for fags and milk and stuff like that .
0,It would have been tactless to reveal that Sybil was the author .
0,Mr Chittenden was rushed to the Countess of Chester Hospital by ambulance with a police escort .
1,Two airplanes reported their cockpits were illuminated with green laser light from somewhere below them .
0,"It 's a big white ambulance with a blue light on top , flashing on and off ."
0,I can pick the cigar up just with my eye-power and push it and pull it in the air any way I want ! ''
0,I did n't want this baby . 
0,The rationalization process involved concentrating the production of standard draught beers at the Watson brewery at St Helens .
0,Turn the stuffed turkey over and tie with string into a neat shape .
0,"These pressures are making it increasingly difficult to reconcile enjoyment of the parks ' natural beauty with conservation , according to the commission ."
1,I thought of the mother who has to change her dirty baby . 
0,Sir Dick was criticised for helping various spy authors with their books but the Government decided not to take any action .
0,"Many teachers consider these two authors racist , and some find Enid Blyton 's use of language narrow and undemanding ."
0,"His father was told about the accident , and he arrived at the scene quickly enough to accompany Guy to hospital in the ambulance ."
0,"Jake had a small boat , with inboard engine , and he would take us all out fishing below the sheer red , ragged Berwickshire cliffs ."
1,"With heavily treated vocals mixing with slightly- too- loud keyboard , Reality feels more like an impressionist take on a song ."
0,"It is beyond the scope of this book , and its author , to pursue the philosophical implications ."
0,Local transport : Local buses link the various resorts on the lake though it 's much nicer to travel by ferry or hydrofoil .
1,The ambulance used a defibrillator on the patient and assisted his breathing . 
0,Everyone has jumped on the bus without paying and now the whole transport system is going under .
0,"'' The people were funny , '' I said , as Lili stopped speaking , cigarette between her teeth , searching her pockets for her lighter ."
0,"The baby 's navel 's attached to the mother , not the mother 's navel to the baby . "
0,"She greeted him with a pot of coffee and a brisk , slightly mocking , offhand smile ."
0,These authors also examined the distribution of income within the elderly populations of the countries studied .
0,They left the hospital and went to wait for the bus .
0,This was on a souvenir mug bought in Hokkaido .
1,"Airplanes cruising over southern California have been complaining about a "" nearly blinding "" glare emanating from a massive solar thermal facility ."
